"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Enterprise size","Innovation activities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277995414","1.9.1.13","9.0","B","","","1"
"2017","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047669027","1.9.1.8","12.5","A","","","1"
"2019","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047669027","1.9.1.8","7.5","A","","","1"
"2022","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047669027","1.9.1.8","5.7","B","","","1"
"2017","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457451","1.9.1.9","74.4","A","","","1"
"2019","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457451","1.9.1.9","68.4","A","","","1"
"2022","Canada","2021A000011124","Manufacturing [31-33]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457451","1.9.1.9","64.5","B","","","1"
"2017","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670140","1.44.1.1","19.9","A","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670140","1.44.1.1","17.5","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670140","1.44.1.1","18.2","B","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277995971","1.44.1.10","13.5","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277995971","1.44.1.10","14.0","B","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277995972","1.44.1.11","8.2","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277995972","1.44.1.11","11.0","B","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277995973","1.44.1.12","21.3","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277995973","1.44.1.12","25.9","B","","","1"
"2017","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670141","1.44.1.2","30.7","A","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670141","1.44.1.2","16.4","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670141","1.44.1.2","15.4","B","","","1"
"2017","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670143","1.44.1.4","33.3","A","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670143","1.44.1.4","25.3","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670143","1.44.1.4","23.2","B","","","1"
"2017","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670146","1.44.1.7","22.4","A","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670146","1.44.1.7","28.6","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670146","1.44.1.7","23.4","B","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277995974","1.44.1.13","11.9","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277995974","1.44.1.13","9.3","B","","","1"
"2017","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670147","1.44.1.8","13.7","A","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670147","1.44.1.8","6.8","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670147","1.44.1.8","6.3","B","","","1"
"2017","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457591","1.44.1.9","59.8","A","","","1"
"2019","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457591","1.44.1.9","50.0","A","","","1"
"2022","Canada","2021A000011124","Total, selected services industries","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457591","1.44.1.9","45.5","B","","","1"
"2017","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670172","1.45.1.1","27.3","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670172","1.45.1.1","20.0","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670172","1.45.1.1","23.6","B","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277995987","1.45.1.10","15.6","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277995987","1.45.1.10","18.6","B","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277995988","1.45.1.11","9.5","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277995988","1.45.1.11","12.7","B","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277995989","1.45.1.12","19.3","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277995989","1.45.1.12","27.9","B","","","1"
"2017","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670173","1.45.1.2","31.7","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670173","1.45.1.2","18.2","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670173","1.45.1.2","18.4","B","","","1"
"2017","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670175","1.45.1.4","34.8","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670175","1.45.1.4","23.8","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670175","1.45.1.4","25.0","B","","","1"
"2017","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670178","1.45.1.7","31.0","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670178","1.45.1.7","31.1","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670178","1.45.1.7","28.8","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277995990","1.45.1.13","10.2","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277995990","1.45.1.13","11.8","B","","","1"
"2017","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670179","1.45.1.8","15.8","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670179","1.45.1.8","7.0","A","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670179","1.45.1.8","5.7","B","","","1"
"2017","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457595","1.45.1.9","68.7","A","","","1"
"2019","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457595","1.45.1.9","50.5","B","","","1"
"2022","Canada","2021A000011124","Wholesale trade [41]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457595","1.45.1.9","52.0","B","","","1"
"2017","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670620","1.59.1.1","7.1","A","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670620","1.59.1.1","10.6","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670620","1.59.1.1","5.6","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996211","1.59.1.10","5.0","A","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996211","1.59.1.10","6.1","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996212","1.59.1.11","3.6","A","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996212","1.59.1.11","4.0","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996213","1.59.1.12","12.1","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996213","1.59.1.12","15.0","C","","","1"
"2017","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670621","1.59.1.2","23.0","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670621","1.59.1.2","16.1","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670621","1.59.1.2","15.8","C","","","1"
"2017","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670623","1.59.1.4","30.2","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670623","1.59.1.4","20.5","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670623","1.59.1.4","18.8","C","","","1"
"2017","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670626","1.59.1.7","17.1","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670626","1.59.1.7","29.8","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670626","1.59.1.7","20.5","C","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996214","1.59.1.13","10.5","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996214","1.59.1.13","6.1","B","","","1"
"2017","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670627","1.59.1.8","10.2","A","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670627","1.59.1.8","4.0","A","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670627","1.59.1.8","4.4","B","","","1"
"2017","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457651","1.59.1.9","51.3","B","","","1"
"2019","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457651","1.59.1.9","42.8","B","","","1"
"2022","Canada","2021A000011124","Retail trade [44-45]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457651","1.59.1.9","33.2","C","","","1"
"2017","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670652","1.60.1.1","14.3","A","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670652","1.60.1.1","9.4","A","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670652","1.60.1.1","8.0","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996227","1.60.1.10","10.2","A","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996227","1.60.1.10","9.8","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996228","1.60.1.11","8.2","A","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996228","1.60.1.11","3.5","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996229","1.60.1.12","22.4","B","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996229","1.60.1.12","19.5","B","","","1"
"2017","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670653","1.60.1.2","37.1","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670653","1.60.1.2","23.0","B","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670653","1.60.1.2","17.6","B","","","1"
"2017","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670655","1.60.1.4","29.1","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670655","1.60.1.4","22.8","B","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670655","1.60.1.4","19.0","B","","","1"
"2017","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670658","1.60.1.7","11.7","A","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670658","1.60.1.7","14.7","B","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670658","1.60.1.7","13.1","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996230","1.60.1.13","7.7","A","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996230","1.60.1.13","7.2","B","","","1"
"2017","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670659","1.60.1.8","7.2","A","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670659","1.60.1.8","4.3","A","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670659","1.60.1.8","4.8","B","","","1"
"2017","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457655","1.60.1.9","53.0","B","","","1"
"2019","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457655","1.60.1.9","47.0","B","","","1"
"2022","Canada","2021A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457655","1.60.1.9","36.1","C","","","1"
"2017","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670684","1.61.1.1","13.5","A","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670684","1.61.1.1","9.2","A","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670684","1.61.1.1","7.9","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996243","1.61.1.10","9.8","A","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996243","1.61.1.10","9.9","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996244","1.61.1.11","8.2","A","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996244","1.61.1.11","3.4","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996245","1.61.1.12","22.5","B","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996245","1.61.1.12","19.0","B","","","1"
"2017","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670685","1.61.1.2","37.1","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670685","1.61.1.2","23.1","B","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670685","1.61.1.2","17.1","B","","","1"
"2017","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670687","1.61.1.4","28.7","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670687","1.61.1.4","23.0","B","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670687","1.61.1.4","18.5","B","","","1"
"2017","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670690","1.61.1.7","11.3","A","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670690","1.61.1.7","14.8","B","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670690","1.61.1.7","13.4","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996246","1.61.1.13","7.1","A","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996246","1.61.1.13","7.4","B","","","1"
"2017","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670691","1.61.1.8","7.2","A","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670691","1.61.1.8","4.1","A","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670691","1.61.1.8","4.7","B","","","1"
"2017","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457659","1.61.1.9","52.7","B","","","1"
"2019","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457659","1.61.1.9","47.3","B","","","1"
"2022","Canada","2021A000011124","All transportation","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457659","1.61.1.9","35.4","C","","","1"
"2017","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670908","1.68.1.1","21.5","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670908","1.68.1.1","11.4","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670908","1.68.1.1","9.1","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996355","1.68.1.10","13.9","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996355","1.68.1.10","9.0","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996356","1.68.1.11","7.4","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996356","1.68.1.11","4.2","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996357","1.68.1.12","21.9","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996357","1.68.1.12","23.0","C","","","1"
"2017","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670909","1.68.1.2","36.3","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670909","1.68.1.2","21.9","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670909","1.68.1.2","20.7","C","","","1"
"2017","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670911","1.68.1.4","33.3","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670911","1.68.1.4","21.3","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670911","1.68.1.4","22.7","C","","","1"
"2017","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670914","1.68.1.7","15.5","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670914","1.68.1.7","13.8","B","","","1"
