Year,Economy,Economy Label,Category,Category Label,Index,Index Footnote,Index Missing value
2009,688,"Serbia",FTRI05,"Access to finance",0.7107,,
2009,694,"Sierra Leone",FTRI00,"Overall index",0.101,,
2009,694,"Sierra Leone",FTRI01,"ICT",0.1146,,
2009,694,"Sierra Leone",FTRI02,"Skills",0.145,,
2009,694,"Sierra Leone",FTRI03,"Research and Development",0,,
2009,694,"Sierra Leone",FTRI04,"Industry activity",0.5436,,
2009,694,"Sierra Leone",FTRI05,"Access to finance",0.399,,
2009,702,"Singapore",FTRI00,"Overall index",0.8983,,
2009,702,"Singapore",FTRI01,"ICT",0.6413,,
2009,702,"Singapore",FTRI02,"Skills",0.859,,
2009,702,"Singapore",FTRI03,"Research and Development",0.5017,,
2009,702,"Singapore",FTRI04,"Industry activity",0.8529,,
2009,702,"Singapore",FTRI05,"Access to finance",0.8722,,
2009,703,"Slovakia",FTRI00,"Overall index",0.7055,,
2009,703,"Slovakia",FTRI01,"ICT",0.6046,,
2009,703,"Slovakia",FTRI02,"Skills",0.697,,
2009,703,"Slovakia",FTRI03,"Research and Development",0.209,,
2009,703,"Slovakia",FTRI04,"Industry activity",0.7525,,
2009,703,"Slovakia",FTRI05,"Access to finance",0.7272,,
2009,705,"Slovenia",FTRI00,"Overall index",0.814,,
2009,705,"Slovenia",FTRI01,"ICT",0.5008,,
2009,705,"Slovenia",FTRI02,"Skills",0.8609,,
2009,705,"Slovenia",FTRI03,"Research and Development",0.3414,,
2009,705,"Slovenia",FTRI04,"Industry activity",0.7201,,
2009,705,"Slovenia",FTRI05,"Access to finance",0.8313,,
2009,090,"Solomon Islands",FTRI00,"Overall index",0.1812,,
2009,090,"Solomon Islands",FTRI01,"ICT",0.0876,,
2009,090,"Solomon Islands",FTRI02,"Skills",0.2091,,
2009,090,"Solomon Islands",FTRI03,"Research and Development",0,,
2009,090,"Solomon Islands",FTRI04,"Industry activity",0.3384,,
2009,090,"Solomon Islands",FTRI05,"Access to finance",0.6657,,
2009,710,"South Africa",FTRI00,"Overall index",0.5542,,
2009,710,"South Africa",FTRI01,"ICT",0.1579,,
2009,710,"South Africa",FTRI02,"Skills",0.5203,,
2009,710,"South Africa",FTRI03,"Research and Development",0.4285,,
2009,710,"South Africa",FTRI04,"Industry activity",0.5843,,
2009,710,"South Africa",FTRI05,"Access to finance",0.9139,,
2009,728,"South Sudan",FTRI00,"Overall index",,,"Not applicable"
2009,728,"South Sudan",FTRI01,"ICT",,,"Not applicable"
2009,728,"South Sudan",FTRI02,"Skills",,,"Not applicable"
2009,728,"South Sudan",FTRI03,"Research and Development",,,"Not applicable"
2009,728,"South Sudan",FTRI04,"Industry activity",,,"Not applicable"
2009,728,"South Sudan",FTRI05,"Access to finance",,,"Not applicable"
2009,724,"Spain",FTRI00,"Overall index",0.8474,,
2009,724,"Spain",FTRI01,"ICT",0.4937,,
2009,724,"Spain",FTRI02,"Skills",0.7401,,
2009,724,"Spain",FTRI03,"Research and Development",0.6687,,
2009,724,"Spain",FTRI04,"Industry activity",0.7021,,
2009,724,"Spain",FTRI05,"Access to finance",0.9645,,
2009,144,"Sri Lanka",FTRI00,"Overall index",0.3807,,
2009,144,"Sri Lanka",FTRI01,"ICT",0.1617,,
2009,144,"Sri Lanka",FTRI02,"Skills",0.4764,,
2009,144,"Sri Lanka",FTRI03,"Research and Development",0.107,,
2009,144,"Sri Lanka",FTRI04,"Industry activity",0.5492,,
2009,144,"Sri Lanka",FTRI05,"Access to finance",0.6744,,
2009,729,"Sudan",FTRI00,"Overall index",,,"Not applicable"
2009,729,"Sudan",FTRI01,"ICT",,,"Not applicable"
2009,729,"Sudan",FTRI02,"Skills",,,"Not applicable"
2009,729,"Sudan",FTRI03,"Research and Development",,,"Not applicable"
2009,729,"Sudan",FTRI04,"Industry activity",,,"Not applicable"
2009,729,"Sudan",FTRI05,"Access to finance",,,"Not applicable"
2009,736,"Sudan (...2011)",FTRI00,"Overall index",0.1028,,
2009,736,"Sudan (...2011)",FTRI01,"ICT",0.1083,,
2009,736,"Sudan (...2011)",FTRI02,"Skills",0.1524,,
2009,736,"Sudan (...2011)",FTRI03,"Research and Development",0.0714,,
2009,736,"Sudan (...2011)",FTRI04,"Industry activity",0.3302,,
2009,736,"Sudan (...2011)",FTRI05,"Access to finance",0.4849,,
2009,740,"Suriname",FTRI00,"Overall index",0.3947,,
2009,740,"Suriname",FTRI01,"ICT",0.2092,,
2009,740,"Suriname",FTRI02,"Skills",0.507,,
2009,740,"Suriname",FTRI03,"Research and Development",0,,
2009,740,"Suriname",FTRI04,"Industry activity",0.4792,,
2009,740,"Suriname",FTRI05,"Access to finance",0.6391,,
2009,752,"Sweden",FTRI00,"Overall index",0.9803,,
2009,752,"Sweden",FTRI01,"ICT",0.8136,,
2009,752,"Sweden",FTRI02,"Skills",0.8605,,
2009,752,"Sweden",FTRI03,"Research and Development",0.6226,,
2009,752,"Sweden",FTRI04,"Industry activity",0.8384,,
2009,752,"Sweden",FTRI05,"Access to finance",0.9027,,
2009,757,"Switzerland, Liechtenstein",FTRI00,"Overall index",0.9768,,
2009,757,"Switzerland, Liechtenstein",FTRI01,"ICT",0.5777,,
2009,757,"Switzerland, Liechtenstein",FTRI02,"Skills",0.8601,,
2009,757,"Switzerland, Liechtenstein",FTRI03,"Research and Development",0.6824,,
2009,757,"Switzerland, Liechtenstein",FTRI04,"Industry activity",0.9083,,
2009,757,"Switzerland, Liechtenstein",FTRI05,"Access to finance",0.9372,,
2009,762,"Tajikistan",FTRI00,"Overall index",0.3012,,
2009,762,"Tajikistan",FTRI01,"ICT",0.1146,,
2009,762,"Tajikistan",FTRI02,"Skills",0.3615,,
2009,762,"Tajikistan",FTRI03,"Research and Development",0,,
2009,762,"Tajikistan",FTRI04,"Industry activity",0.5261,,
2009,762,"Tajikistan",FTRI05,"Access to finance",0.6585,,
2009,834,"Tanzania, United Republic of",FTRI00,"Overall index",0.1963,,
2009,834,"Tanzania, United Republic of",FTRI01,"ICT",0.3017,,
2009,834,"Tanzania, United Republic of",FTRI02,"Skills",0.1206,,
2009,834,"Tanzania, United Republic of",FTRI03,"Research and Development",0.0714,,
2009,834,"Tanzania, United Republic of",FTRI04,"Industry activity",0.6755,,
2009,834,"Tanzania, United Republic of",FTRI05,"Access to finance",0.5244,,
2009,764,"Thailand",FTRI00,"Overall index",0.5166,,
2009,764,"Thailand",FTRI01,"ICT",0.1608,,
2009,764,"Thailand",FTRI02,"Skills",0.4074,,
2009,764,"Thailand",FTRI03,"Research and Development",0.2612,,
2009,764,"Thailand",FTRI04,"Industry activity",0.7312,,
2009,764,"Thailand",FTRI05,"Access to finance",0.885,,
2009,626,"Timor-Leste",FTRI00,"Overall index",0.2659,,
2009,626,"Timor-Leste",FTRI01,"ICT",0.0787,,
2009,626,"Timor-Leste",FTRI02,"Skills",0.4387,,
2009,626,"Timor-Leste",FTRI03,"Research and Development",0,,
2009,626,"Timor-Leste",FTRI04,"Industry activity",0.4313,,
2009,626,"Timor-Leste",FTRI05,"Access to finance",0.571,,
2009,768,"Togo",FTRI00,"Overall index",0.1702,,
2009,768,"Togo",FTRI01,"ICT",0.0814,,
2009,768,"Togo",FTRI02,"Skills",0.2323,,
2009,768,"Togo",FTRI03,"Research and Development",0,,
2009,768,"Togo",FTRI04,"Industry activity",0.3826,,
2009,768,"Togo",FTRI05,"Access to finance",0.5995,,
2009,780,"Trinidad and Tobago",FTRI00,"Overall index",0.4293,,
2009,780,"Trinidad and Tobago",FTRI01,"ICT",0.2667,,
2009,780,"Trinidad and Tobago",FTRI02,"Skills",0.5044,,
2009,780,"Trinidad and Tobago",FTRI03,"Research and Development",0.0922,,
2009,780,"Trinidad and Tobago",FTRI04,"Industry activity",0.4322,,
2009,780,"Trinidad and Tobago",FTRI05,"Access to finance",0.6577,,
2009,788,"Tunisia",FTRI00,"Overall index",0.5483,,
2009,788,"Tunisia",FTRI01,"ICT",0.2212,,
2009,788,"Tunisia",FTRI02,"Skills",0.543,,
2009,788,"Tunisia",FTRI03,"Research and Development",0.2099,,
2009,788,"Tunisia",FTRI04,"Industry activity",0.6743,,
2009,788,"Tunisia",FTRI05,"Access to finance",0.7911,,
2009,792,"Türkiye",FTRI00,"Overall index",0.5104,,
2009,792,"Türkiye",FTRI01,"ICT",0.3782,,
2009,792,"Türkiye",FTRI02,"Skills",0.4644,,
2009,792,"Türkiye",FTRI03,"Research and Development",0.4273,,
2009,792,"Türkiye",FTRI04,"Industry activity",0.5557,,
2009,792,"Türkiye",FTRI05,"Access to finance",0.6945,,
2009,800,"Uganda",FTRI00,"Overall index",0.2145,,
2009,800,"Uganda",FTRI01,"ICT",0.0881,,
2009,800,"Uganda",FTRI02,"Skills",0.247,,
2009,800,"Uganda",FTRI03,"Research and Development",0.0828,,
2009,800,"Uganda",FTRI04,"Industry activity",0.5656,,
2009,800,"Uganda",FTRI05,"Access to finance",0.5208,,
2009,804,"Ukraine",FTRI00,"Overall index",0.6185,,
2009,804,"Ukraine",FTRI01,"ICT",0.1494,,
2009,804,"Ukraine",FTRI02,"Skills",0.6895,,
2009,804,"Ukraine",FTRI03,"Research and Development",0.426,,
2009,804,"Ukraine",FTRI04,"Industry activity",0.5906,,
2009,804,"Ukraine",FTRI05,"Access to finance",0.8481,,
2009,784,"United Arab Emirates",FTRI00,"Overall index",0.6005,,
2009,784,"United Arab Emirates",FTRI01,"ICT",0.3558,,
2009,784,"United Arab Emirates",FTRI02,"Skills",0.5305,,
2009,784,"United Arab Emirates",FTRI03,"Research and Development",0.1872,,
2009,784,"United Arab Emirates",FTRI04,"Industry activity",0.5899,,
2009,784,"United Arab Emirates",FTRI05,"Access to finance",0.8539,,
2009,926,"United Kingdom",FTRI00,"Overall index",0.9926,,
2009,926,"United Kingdom",FTRI01,"ICT",0.8115,,
2009,926,"United Kingdom",FTRI02,"Skills",0.8728,,
2009,926,"United Kingdom",FTRI03,"Research and Development",0.7582,,
2009,926,"United Kingdom",FTRI04,"Industry activity",0.7016,,
2009,926,"United Kingdom",FTRI05,"Access to finance",0.9822,,
2009,842,"United States of America",FTRI00,"Overall index",1,,
2009,842,"United States of America",FTRI01,"ICT",0.5035,,
2009,842,"United States of America",FTRI02,"Skills",0.8556,,
2009,842,"United States of America",FTRI03,"Research and Development",1,,
2009,842,"United States of America",FTRI04,"Industry activity",0.8444,,
2009,842,"United States of America",FTRI05,"Access to finance",0.9775,,
2009,858,"Uruguay",FTRI00,"Overall index",0.5038,,
2009,858,"Uruguay",FTRI01,"ICT",0.2572,,
2009,858,"Uruguay",FTRI02,"Skills",0.5688,,
2009,858,"Uruguay",FTRI03,"Research and Development",0.1892,,
2009,858,"Uruguay",FTRI04,"Industry activity",0.5424,,
2009,858,"Uruguay",FTRI05,"Access to finance",0.6646,,
2009,548,"Vanuatu",FTRI00,"Overall index",0.2767,,
2009,548,"Vanuatu",FTRI01,"ICT",0.1032,,
2009,548,"Vanuatu",FTRI02,"Skills",0.2926,,
2009,548,"Vanuatu",FTRI03,"Research and Development",0,,
2009,548,"Vanuatu",FTRI04,"Industry activity",0.3711,,
2009,548,"Vanuatu",FTRI05,"Access to finance",0.7772,,
2009,862,"Venezuela (Bolivarian Rep. of)",FTRI00,"Overall index",0.423,,
2009,862,"Venezuela (Bolivarian Rep. of)",FTRI01,"ICT",0.2897,,
2009,862,"Venezuela (Bolivarian Rep. of)",FTRI02,"Skills",0.5695,,
2009,862,"Venezuela (Bolivarian Rep. of)",FTRI03,"Research and Development",0.2155,,
2009,862,"Venezuela (Bolivarian Rep. of)",FTRI04,"Industry activity",0.3373,,
2009,862,"Venezuela (Bolivarian Rep. of)",FTRI05,"Access to finance",0.6217,,
2009,704,"Viet Nam",FTRI00,"Overall index",0.4633,,
2009,704,"Viet Nam",FTRI01,"ICT",0.4527,,
2009,704,"Viet Nam",FTRI02,"Skills",0.3279,,
2009,704,"Viet Nam",FTRI03,"Research and Development",0.1872,,
2009,704,"Viet Nam",FTRI04,"Industry activity",0.6096,,
2009,704,"Viet Nam",FTRI05,"Access to finance",0.8447,,
2009,887,"Yemen",FTRI00,"Overall index",0.132,,
2009,887,"Yemen",FTRI01,"ICT",0.1141,,
2009,887,"Yemen",FTRI02,"Skills",0.2119,,
2009,887,"Yemen",FTRI03,"Research and Development",0.0714,,
2009,887,"Yemen",FTRI04,"Industry activity",0.3117,,
2009,887,"Yemen",FTRI05,"Access to finance",0.4524,,
2009,894,"Zambia",FTRI00,"Overall index",0.1825,,
2009,894,"Zambia",FTRI01,"ICT",0.1555,,
2009,894,"Zambia",FTRI02,"Skills",0.2784,,
2009,894,"Zambia",FTRI03,"Research and Development",0,,
2009,894,"Zambia",FTRI04,"Industry activity",0.3526,,
2009,894,"Zambia",FTRI05,"Access to finance",0.5474,,
2009,716,"Zimbabwe",FTRI00,"Overall index",0.2126,,
2009,716,"Zimbabwe",FTRI01,"ICT",0.0876,,
2009,716,"Zimbabwe",FTRI02,"Skills",0.2217,,
2009,716,"Zimbabwe",FTRI03,"Research and Development",0,,
2009,716,"Zimbabwe",FTRI04,"Industry activity",0.6203,,
2009,716,"Zimbabwe",FTRI05,"Access to finance",0.5619,,
2010,004,"Afghanistan",FTRI00,"Overall index",0.0989,,
2010,004,"Afghanistan",FTRI01,"ICT",0.0819,,
2010,004,"Afghanistan",FTRI02,"Skills",0.1382,,
2010,004,"Afghanistan",FTRI03,"Research and Development",0,,
2010,004,"Afghanistan",FTRI04,"Industry activity",0.384,,
2010,004,"Afghanistan",FTRI05,"Access to finance",0.4996,,
2010,008,"Albania",FTRI00,"Overall index",0.3092,,
2010,008,"Albania",FTRI01,"ICT",0.2707,,
2010,008,"Albania",FTRI02,"Skills",0.3894,,
2010,008,"Albania",FTRI03,"Research and Development",0.055,,
2010,008,"Albania",FTRI04,"Industry activity",0.4673,,
2010,008,"Albania",FTRI05,"Access to finance",0.7093,,
2010,012,"Algeria",FTRI00,"Overall index",0.2569,,
2010,012,"Algeria",FTRI01,"ICT",0.1198,,
2010,012,"Algeria",FTRI02,"Skills",0.4691,,
2010,012,"Algeria",FTRI03,"Research and Development",0.2126,,
2010,012,"Algeria",FTRI04,"Industry activity",0.1741,,
2010,012,"Algeria",FTRI05,"Access to finance",0.5698,,
2010,024,"Angola",FTRI00,"Overall index",0.0726,,
2010,024,"Angola",FTRI01,"ICT",0.147,,
2010,024,"Angola",FTRI02,"Skills",0.2164,,
2010,024,"Angola",FTRI03,"Research and Development",0,,
2010,024,"Angola",FTRI04,"Industry activity",0.0583,,
2010,024,"Angola",FTRI05,"Access to finance",0.6416,,
2010,032,"Argentina",FTRI00,"Overall index",0.5181,,
2010,032,"Argentina",FTRI01,"ICT",0.4127,,
2010,032,"Argentina",FTRI02,"Skills",0.7019,,
2010,032,"Argentina",FTRI03,"Research and Development",0.2338,,
2010,032,"Argentina",FTRI04,"Industry activity",0.6244,,
2010,032,"Argentina",FTRI05,"Access to finance",0.5256,,
2010,051,"Armenia",FTRI00,"Overall index",0.314,,
2010,051,"Armenia",FTRI01,"ICT",0.1778,,
2010,051,"Armenia",FTRI02,"Skills",0.5289,,
2010,051,"Armenia",FTRI03,"Research and Development",0.1446,,
2010,051,"Armenia",FTRI04,"Industry activity",0.3816,,
2010,051,"Armenia",FTRI05,"Access to finance",0.639,,
2010,036,"Australia",FTRI00,"Overall index",0.8613,,
2010,036,"Australia",FTRI01,"ICT",0.5988,,
2010,036,"Australia",FTRI02,"Skills",0.9663,,
2010,036,"Australia",FTRI03,"Research and Development",0.661,,
2010,036,"Australia",FTRI04,"Industry activity",0.5706,,
2010,036,"Australia",FTRI05,"Access to finance",0.8998,,
2010,040,"Austria",FTRI00,"Overall index",0.8392,,
2010,040,"Austria",FTRI01,"ICT",0.7694,,
2010,040,"Austria",FTRI02,"Skills",0.7351,,
2010,040,"Austria",FTRI03,"Research and Development",0.5763,,
2010,040,"Austria",FTRI04,"Industry activity",0.7238,,
2010,040,"Austria",FTRI05,"Access to finance",0.8628,,
2010,031,"Azerbaijan",FTRI00,"Overall index",0.2989,,
2010,031,"Azerbaijan",FTRI01,"ICT",0.2753,,
2010,031,"Azerbaijan",FTRI02,"Skills",0.4435,,
2010,031,"Azerbaijan",FTRI03,"Research and Development",0.1277,,
2010,031,"Azerbaijan",FTRI04,"Industry activity",0.2061,,
2010,031,"Azerbaijan",FTRI05,"Access to finance",0.6847,,
2010,044,"Bahamas",FTRI00,"Overall index",0.3434,,
2010,044,"Bahamas",FTRI01,"ICT",0.3036,,
2010,044,"Bahamas",FTRI02,"Skills",0.5234,,
2010,044,"Bahamas",FTRI03,"Research and Development",0.0472,,
2010,044,"Bahamas",FTRI04,"Industry activity",0.2831,,
2010,044,"Bahamas",FTRI05,"Access to finance",0.7988,,
2010,048,"Bahrain",FTRI00,"Overall index",0.4347,,
2010,048,"Bahrain",FTRI01,"ICT",0.3171,,
2010,048,"Bahrain",FTRI02,"Skills",0.4615,,
2010,048,"Bahrain",FTRI03,"Research and Development",0.1152,,
2010,048,"Bahrain",FTRI04,"Industry activity",0.5366,,
2010,048,"Bahrain",FTRI05,"Access to finance",0.8116,,
2010,050,"Bangladesh",FTRI00,"Overall index",0.194,,
2010,050,"Bangladesh",FTRI01,"ICT",0.0789,,
2010,050,"Bangladesh",FTRI02,"Skills",0.156,,
2010,050,"Bangladesh",FTRI03,"Research and Development",0.1858,,
2010,050,"Bangladesh",FTRI04,"Industry activity",0.3827,,
2010,050,"Bangladesh",FTRI05,"Access to finance",0.7004,,
2010,052,"Barbados",FTRI00,"Overall index",0.569,,
2010,052,"Barbados",FTRI01,"ICT",0.5085,,
2010,052,"Barbados",FTRI02,"Skills",0.6836,,
2010,052,"Barbados",FTRI03,"Research and Development",0.1646,,
2010,052,"Barbados",FTRI04,"Industry activity",0.5613,,
2010,052,"Barbados",FTRI05,"Access to finance",0.8357,,
2010,112,"Belarus",FTRI00,"Overall index",0.4862,,
2010,112,"Belarus",FTRI01,"ICT",0.3514,,
2010,112,"Belarus",FTRI02,"Skills",0.7398,,
2010,112,"Belarus",FTRI03,"Research and Development",0.1499,,
2010,112,"Belarus",FTRI04,"Industry activity",0.4889,,
2010,112,"Belarus",FTRI05,"Access to finance",0.6993,,
2010,056,"Belgium",FTRI00,"Overall index",0.9025,,
2010,056,"Belgium",FTRI01,"ICT",0.6664,,
2010,056,"Belgium",FTRI02,"Skills",0.9499,,
2010,056,"Belgium",FTRI03,"Research and Development",0.6082,,
2010,056,"Belgium",FTRI04,"Industry activity",0.799,,
2010,056,"Belgium",FTRI05,"Access to finance",0.7794,,
2010,084,"Belize",FTRI00,"Overall index",0.3075,,
2010,084,"Belize",FTRI01,"ICT",0.1927,,
2010,084,"Belize",FTRI02,"Skills",0.452,,
2010,084,"Belize",FTRI03,"Research and Development",0.055,,
2010,084,"Belize",FTRI04,"Industry activity",0.3359,,
2010,084,"Belize",FTRI05,"Access to finance",0.8025,,
2010,204,"Benin",FTRI00,"Overall index",0.1327,,
2010,204,"Benin",FTRI01,"ICT",0.0779,,
2010,204,"Benin",FTRI02,"Skills",0.2208,,
2010,204,"Benin",FTRI03,"Research and Development",0.0347,,
2010,204,"Benin",FTRI04,"Industry activity",0.3963,,
2010,204,"Benin",FTRI05,"Access to finance",0.5579,,
2010,064,"Bhutan",FTRI00,"Overall index",0.1372,,
2010,064,"Bhutan",FTRI01,"ICT",0.1249,,
2010,064,"Bhutan",FTRI02,"Skills",0.315,,
2010,064,"Bhutan",FTRI03,"Research and Development",0,,
2010,064,"Bhutan",FTRI04,"Industry activity",0.1583,,
2010,064,"Bhutan",FTRI05,"Access to finance",0.6865,,
2010,068,"Bolivia (Plurinational State of)",FTRI00,"Overall index",0.2386,,
2010,068,"Bolivia (Plurinational State of)",FTRI01,"ICT",0.1657,,
2010,068,"Bolivia (Plurinational State of)",FTRI02,"Skills",0.4589,,
2010,068,"Bolivia (Plurinational State of)",FTRI03,"Research and Development",0,,
2010,068,"Bolivia (Plurinational State of)",FTRI04,"Industry activity",0.2379,,
2010,068,"Bolivia (Plurinational State of)",FTRI05,"Access to finance",0.7041,,
2010,070,"Bosnia and Herzegovina",FTRI00,"Overall index",0.4053,,
2010,070,"Bosnia and Herzegovina",FTRI01,"ICT",0.4047,,
2010,070,"Bosnia and Herzegovina",FTRI02,"Skills",0.5169,,
2010,070,"Bosnia and Herzegovina",FTRI03,"Research and Development",0.055,,
2010,070,"Bosnia and Herzegovina",FTRI04,"Industry activity",0.4406,,
2010,070,"Bosnia and Herzegovina",FTRI05,"Access to finance",0.7938,,
2010,072,"Botswana",FTRI00,"Overall index",0.2647,,
2010,072,"Botswana",FTRI01,"ICT",0.0896,,
2010,072,"Botswana",FTRI02,"Skills",0.4074,,
2010,072,"Botswana",FTRI03,"Research and Development",0.0347,,
2010,072,"Botswana",FTRI04,"Industry activity",0.567,,
2010,072,"Botswana",FTRI05,"Access to finance",0.6639,,
2010,076,"Brazil",FTRI00,"Overall index",0.6316,,
2010,076,"Brazil",FTRI01,"ICT",0.3227,,
2010,076,"Brazil",FTRI02,"Skills",0.526,,
2010,076,"Brazil",FTRI03,"Research and Development",0.602,,
2010,076,"Brazil",FTRI04,"Industry activity",0.7281,,
2010,076,"Brazil",FTRI05,"Access to finance",0.7449,,
2010,096,"Brunei Darussalam",FTRI00,"Overall index",0.4606,,
2010,096,"Brunei Darussalam",FTRI01,"ICT",0.4498,,
2010,096,"Brunei Darussalam",FTRI02,"Skills",0.6543,,
2010,096,"Brunei Darussalam",FTRI03,"Research and Development",0.0347,,
2010,096,"Brunei Darussalam",FTRI04,"Industry activity",0.4601,,
2010,096,"Brunei Darussalam",FTRI05,"Access to finance",0.7343,,
2010,100,"Bulgaria",FTRI00,"Overall index",0.6152,,
2010,100,"Bulgaria",FTRI01,"ICT",0.6051,,
2010,100,"Bulgaria",FTRI02,"Skills",0.6085,,
2010,100,"Bulgaria",FTRI03,"Research and Development",0.3391,,
2010,100,"Bulgaria",FTRI04,"Industry activity",0.6002,,
2010,100,"Bulgaria",FTRI05,"Access to finance",0.8058,,
2010,854,"Burkina Faso",FTRI00,"Overall index",0.017,,
2010,854,"Burkina Faso",FTRI01,"ICT",0.0729,,
2010,854,"Burkina Faso",FTRI02,"Skills",0,,
2010,854,"Burkina Faso",FTRI03,"Research and Development",0,,
2010,854,"Burkina Faso",FTRI04,"Industry activity",0.2588,,
2010,854,"Burkina Faso",FTRI05,"Access to finance",0.5679,,
2010,108,"Burundi",FTRI00,"Overall index",0.0349,,
2010,108,"Burundi",FTRI01,"ICT",0.068,,
2010,108,"Burundi",FTRI02,"Skills",0.1645,,
2010,108,"Burundi",FTRI03,"Research and Development",0,,
2010,108,"Burundi",FTRI04,"Industry activity",0.2389,,
2010,108,"Burundi",FTRI05,"Access to finance",0.5525,,
2010,132,"Cabo Verde",FTRI00,"Overall index",0.2465,,
2010,132,"Cabo Verde",FTRI01,"ICT",0.201,,
2010,132,"Cabo Verde",FTRI02,"Skills",0.3935,,
2010,132,"Cabo Verde",FTRI03,"Research and Development",0,,
2010,132,"Cabo Verde",FTRI04,"Industry activity",0.2979,,
2010,132,"Cabo Verde",FTRI05,"Access to finance",0.7774,,
2010,116,"Cambodia",FTRI00,"Overall index",0.1101,,
2010,116,"Cambodia",FTRI01,"ICT",0.0676,,
2010,116,"Cambodia",FTRI02,"Skills",0.2565,,
2010,116,"Cambodia",FTRI03,"Research and Development",0.0472,,
2010,116,"Cambodia",FTRI04,"Industry activity",0.1816,,
2010,116,"Cambodia",FTRI05,"Access to finance",0.6373,,
2010,120,"Cameroon",FTRI00,"Overall index",0.1208,,
2010,120,"Cameroon",FTRI01,"ICT",0.0817,,
2010,120,"Cameroon",FTRI02,"Skills",0.2389,,
2010,120,"Cameroon",FTRI03,"Research and Development",0.0347,,
2010,120,"Cameroon",FTRI04,"Industry activity",0.3846,,
2010,120,"Cameroon",FTRI05,"Access to finance",0.4844,,
2010,124,"Canada",FTRI00,"Overall index",0.8998,,
2010,124,"Canada",FTRI01,"ICT",0.6488,,
2010,124,"Canada",FTRI02,"Skills",0.7757,,
2010,124,"Canada",FTRI03,"Research and Development",0.705,,
2010,124,"Canada",FTRI04,"Industry activity",0.7703,,
2010,124,"Canada",FTRI05,"Access to finance",0.9018,,
2010,152,"Chile",FTRI00,"Overall index",0.5704,,
2010,152,"Chile",FTRI01,"ICT",0.5994,,
2010,152,"Chile",FTRI02,"Skills",0.5731,,
2010,152,"Chile",FTRI03,"Research and Development",0.2881,,
2010,152,"Chile",FTRI04,"Industry activity",0.4304,,
2010,152,"Chile",FTRI05,"Access to finance",0.871,,
2010,156,"China",FTRI00,"Overall index",0.7049,,
2010,156,"China",FTRI01,"ICT",0.2928,,
2010,156,"China",FTRI02,"Skills",0.3733,,
2010,156,"China",FTRI03,"Research and Development",0.946,,
2010,156,"China",FTRI04,"Industry activity",0.8081,,
2010,156,"China",FTRI05,"Access to finance",0.9022,,
2010,344,"China, Hong Kong SAR",FTRI00,"Overall index",0.8417,,
2010,344,"China, Hong Kong SAR",FTRI01,"ICT",0.7547,,
2010,344,"China, Hong Kong SAR",FTRI02,"Skills",0.729,,
2010,344,"China, Hong Kong SAR",FTRI03,"Research and Development",0.4653,,
2010,344,"China, Hong Kong SAR",FTRI04,"Industry activity",0.8361,,
2010,344,"China, Hong Kong SAR",FTRI05,"Access to finance",0.9386,,
2010,170,"Colombia",FTRI00,"Overall index",0.416,,
2010,170,"Colombia",FTRI01,"ICT",0.3753,,
2010,170,"Colombia",FTRI02,"Skills",0.4599,,
2010,170,"Colombia",FTRI03,"Research and Development",0.2223,,
2010,170,"Colombia",FTRI04,"Industry activity",0.5175,,
2010,170,"Colombia",FTRI05,"Access to finance",0.6701,,
2010,174,"Comoros",FTRI00,"Overall index",0.1016,,
2010,174,"Comoros",FTRI01,"ICT",0.0854,,
2010,174,"Comoros",FTRI02,"Skills",0.27,,
2010,174,"Comoros",FTRI03,"Research and Development",0,,
2010,174,"Comoros",FTRI04,"Industry activity",0.2975,,
2010,174,"Comoros",FTRI05,"Access to finance",0.4691,,
2010,178,"Congo",FTRI00,"Overall index",0.1119,,
2010,178,"Congo",FTRI01,"ICT",0.085,,
2010,178,"Congo",FTRI02,"Skills",0.2552,,
2010,178,"Congo",FTRI03,"Research and Development",0,,
2010,178,"Congo",FTRI04,"Industry activity",0.4535,,
2010,178,"Congo",FTRI05,"Access to finance",0.3728,,
2010,180,"Congo, Dem. Rep. of the",FTRI00,"Overall index",0.1205,,
2010,180,"Congo, Dem. Rep. of the",FTRI01,"ICT",0.1373,,
2010,180,"Congo, Dem. Rep. of the",FTRI02,"Skills",0.1737,,
2010,180,"Congo, Dem. Rep. of the",FTRI03,"Research and Development",0,,
2010,180,"Congo, Dem. Rep. of the",FTRI04,"Industry activity",0.4624,,
2010,180,"Congo, Dem. Rep. of the",FTRI05,"Access to finance",0.3865,,
2010,188,"Costa Rica",FTRI00,"Overall index",0.442,,
2010,188,"Costa Rica",FTRI01,"ICT",0.2312,,
2010,188,"Costa Rica",FTRI02,"Skills",0.5317,,
2010,188,"Costa Rica",FTRI03,"Research and Development",0.055,,
2010,188,"Costa Rica",FTRI04,"Industry activity",0.8077,,
2010,188,"Costa Rica",FTRI05,"Access to finance",0.7454,,
2010,384,"Côte d'Ivoire",FTRI00,"Overall index",0.1257,,
2010,384,"Côte d'Ivoire",FTRI01,"ICT",0.0743,,
2010,384,"Côte d'Ivoire",FTRI02,"Skills",0.1387,,
2010,384,"Côte d'Ivoire",FTRI03,"Research and Development",0.0347,,
2010,384,"Côte d'Ivoire",FTRI04,"Industry activity",0.475,,
2010,384,"Côte d'Ivoire",FTRI05,"Access to finance",0.5293,,
